,selected_text,text,sentiment
1192,I`m SO jealous,  I`m SO jealous! I don`t know when I`ll be able to see Conan.,negative
1193,I`m ill,My wedding next Thursday and I`m ill,negative
1199,..poor thing., Aw...poor thing.,negative
1200,e such a nasty display picture, hahahah of course  they have such a nasty display picture :`),negative
1204,having fever, dad`s been having fever since last nite and needs 2 bottles of blood trasfusion..loaded 1 today..1 to go tomorrow.,negative
1206,"Sick. Feel like jello, can`t talk, and delirious.","Sick. Feel like jello, can`t talk, and delirious.",negative
1207,It`s teddy-chucking time,It`s teddy-chucking time,negative
1211,I miss my lappy.,"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha.",negative
1212,"sux,"," sux, I`m thinking of being an accountant. Mad monies! I`m a middleschool cafeteria manager  (25k/yr)",negative
1215,sick,the fact my room is so hot is making me feel sick,negative
1216,my arms hurt!,my arms hurt!,negative
1218,SO HUNGRY!,on my way to work. I`M SO HUNGRY!,negative
1219,oh no!!!,starting phase 1 of operation 'be productive'- pack clothes. can`t find pink tank top!! oh no!!!,negative
1221,Miss Cauzinhoooo already,Miss Cauzinhoooo already,negative
1227,sorry, OK! Oops sorry,negative
1235,missed,_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun ****,negative
1238,You are so weird.," http://twitpic.com/4wfs8 - You are so weird. You need to lay off the smokes, because you`re talking to yourself.",negative
1243,hurts,"_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",negative
1244,lost,lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY  (),negative
1250,urgh,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",negative
1251,my car wont start.......,melissa_leah: my car wont start.......,negative
1253,canceled.,Bushidokan class got canceled.   I`ll just have to sign up for karate someplace else!!,negative
1260,The people get so much meaner to you.,Never commute in the rain. The people get so much meaner to you.,negative
1261,problem, The problem is that I`m not finished with it  But I have logged in mass hours this week on it. And i`m not being paid! POP!,negative
1263,FAILlllllllll, FAILlllllllll  whenever ur freee then?,negative
1269,hurt to,My legs are so **** sore. And my feet hurt to walk. Whataday,negative
1271,! sadly, hahah! sadly there is no current activity though in the room,negative
1275,noone wants to talk to me  lol,noone wants to talk to me  lol,negative
1276,so very irratated,so very irratated,negative
1279,"Yeah, I went to bed at 4 and I had to be up at 6. :["," haha.. you were actually in violations of someone`s trademark?! okay..  Yeah, I went to bed at 4 and I had to be up at 6. :[",negative
1282,suck,Lost at bowling again  why do i suck,negative
1293,wtf, hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....,negative
1297,so emotional.,always excited for a new chapter in my life. just didnt expect it to be so emotional.,negative
1298,i`ll have to wait..,in about half a hour i`m going to my english lesson...guess i`ll have to wait...and wait for a couple hours so i`m over with it.(( :S   )),negative
1303,I don`t want her dressed up th,acsvxdcbgfn soccer now. shall see young phoebe after D: I don`t want her dressed up though,negative
1314,I`m lost, you could say that. I left it in VT and have been Blackberryless since Tuesday Night. I`m lost,negative
1315,"but not as much,"," it was a biligual sweatshop LOL I talk 2 him once in a while but not as much, he got an r6",negative
1325,underpriveledged,Taking 40 underpriveledged kids to the circus 2moro. BIG day planned & I still aint feeling 100%  so nervous right now..,negative
1327,e swine flu,  it might be the swine flu! haha `cause i`ve got the flu,negative
1329,can`t,i can`t studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom,negative
1337,because no one ever understands me....,I think I should hire one of those tranlsators.. because no one ever understands me....,negative
1338,I overslept  headache,I overslept  headache,negative
1346,too late.,Rats the Creative VADO`s are out of stock at walmart.com I`m too late.,negative
1351,I wasn`t feeling it, I wasn`t feeling it,negative
1353,hard,Follow Friday is a bit hard to do when my work kicks in on Fridays,negative
1369,hurts,"has burnt my hand on the cooker, it hurts",negative
1372,s feel guilty, I always feel guilty about it,negative
1375,i really cant take this.,i really cant take this.,negative
1379,bad weather .. weird summer!,net .. net .. net ..  hmm. bad weather .. weird summer!,negative
1381,ugh I`m not doin too good, ugh I`m not doin too good,negative
1383,it wont let me vote for some reason," Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! <3",negative
1386,miss, mmmm lauren conrad eeeeep im going to miss the hills,negative
1397,kill, Whom do yu wanna kill ??,negative
1400,it breaks my heart,"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",negative
1406,I can`t believe I`,Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,negative
1410,made me just shake my head,Actual wiki entry 'The Million Dollar Homepage' made me just shake my head due to the fact that ... sometimes...somtimes things just work,negative
1411,Boring,Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this **** night shift........,negative
1415,sad,Just drove by fisher and I feel so sad,negative
1416,.  this SUCKS,am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles,negative
1418,haven`t been working for me all day....,_Dew tokens haven`t been working for me all day....,negative
1421,Epicfail,Epicfail and Joseph in class... Very long liao,negative
1422,i`m freezing in math class!,i`m freezing in math class!,negative
1424,endure,This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm,negative
1430,money is all gone!,Nic has no idea what he`s going to do!  money is all gone!,negative
1435,quashed,Unanticipated thunderstorm quashed camping trip,negative
1440,die,Omg going to die of swine flu when I go to Melbourne,negative
1449,ohhh please,Suddenly I remember all the memories with him  ohhh please,negative
1450,falling apart.,I think my cheap sunglasses are falling apart. Oh well,negative
1451,Slept at my parents the bed was hard as a rock now my back feels like a rock,Slept at my parents the bed was hard as a rock now my back feels like a rock,negative
1452,don`t want to work,I ate to much lunch...now I don`t want to work,negative
1454,s not lettin me vote 4 them,@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,negative
1455,ugh!, ugh! **** it. Today doesn`t look like it`s going to work  i`m sorry,negative
1463,miss, morning Alex hope you will be tweeting lots today as we do miss you when you aren`t on here  ****,negative
1464,I hate that I can be a messy eater.,"****, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",negative
1466,hurts,"I had some work to do, but my wrist hurts too much to do any of it.",negative
1471,wrong, I think that`s what`s wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,negative
1472,. it should be recoverable., ****. it should be recoverable. it`s just the boot part that`s messed up. grr argh. my business was on there.,negative
1476,this dude looks well `ard! He puts me to shame...,http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well `ard! He puts me to shame...,negative
1478,omg i miss you so muuch, OMG are u still naked 1313 XDD omg i miss you so muuch,negative
1479,has stuff to do but refuses to do them.  :[,has stuff to do but refuses to do them.  :[,negative
1480,one beat up little girl. Not a good day on,rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.,negative
1484,I do not mean to laugh but a little giggle did come out - sorry,  I do not mean to laugh but a little giggle did come out - sorry,negative
1489,No one wants to sit with me,No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,negative
1493,5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy, 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,negative
1498,I miss rollerblading down Shoreline., I miss rollerblading down Shoreline.,negative
1500,crampin`,"This wind is crampin` my style. I have a section of my yard that won`t get any water. I`d move the sprinkler, but it`s surrounded by mud.",negative
1501,spamming,I am probably spamming my follower`s account.,negative
1507,sad, so sad u cancelled silverstone show  better see u in sandown park!,negative
1516,Don`t worry., Don`t worry. You`ll be 38 soon,negative
1517,I really am insane.,Sometimes I could swear I really am insane.,negative
1518,.it`s expensive!, haha IE...it`s expensive!!!! Hm...let me message you later,negative
1519,i cant figure it out., you got it all done?? even the labs? thats all i have left to do. and i cant figure it out. FML,negative
1524,Really missing hockey already.,"Really missing hockey already.  Off for a night in Dtn Naperville.  Can`t wait for the day off tomorrow,  I have to work Sunday.",negative
1533,Never ever, Never ever smoking around you again.,negative
1535,dismal,This has been a dismal week.,negative
1540,canceled, My public talk in July got canceled and I don`t know why.,negative
1541,miss,"Alexxx Im gona miss you today. Im so sad, noooooooo",negative
1543,Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return,"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it.",negative
1549,"I`m so sad, really really sad","I`m so sad, really really sad",negative
